Applicant_ID,Gender,Married,Education,Employment_Status,Property_Area,ApplicantIncome,CoapplicantIncome,Total_Income,Income_Bracket,LoanAmount_INR,Loan_Amount_Term,EMI,Balance_Income,Credit_Score,Credit_Score_Band,Credit_History,Debt_To_Income_Ratio,Existing_Loans_Count,Years_At_Current_Job,Risk_Category,Loan_Status,Predicted_Loan_Status,Max_Eligible_Amount_INR,Approved_Amount_INR,Final_Decision,Decision_Reason
APP103162,Male,Yes,Not Graduate,Business Owner,Semiurban,6433.0,1199.0,7632.0,6K-10K,83000,84,1377.9,6254.1,697,Good,1,0.125,0,1.6,Low Risk,Rejected,Approved,206900,83000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103163,Female,Yes,Graduate,Unemployed,Urban,6444.0,861.0,7305.0,6K-10K,115000,300,1045.01,6259.99,652,Fair,1,0.048,0,4.6,Medium Risk,Approved,Approved,281400,115000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103164,Female,Yes,Graduate,Salaried,Urban,4682.0,2670.0,7352.0,6K-10K,135000,60,2868.35,4483.65,587,Fair,1,0.366,0,9.2,Medium Risk,Rejected,Approved,121100,121100,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,35,000, max eligible ₹1,21,100)"
APP103165,Female,No,Graduate,Salaried,Urban,4961.0,0.0,4961.0,3K-6K,48000,12,4219.96,741.04,767,Very Good,1,1.032,0,1.8,High Risk,Rejected,Rejected,28200,0,Rejected,"High debt-to-income ratio (103%); Requested amount (₹48,000) exceeds the maximum eligible amount (₹28,200) based on income and repayment capacity"
APP103166,Male,No,Not Graduate,Salaried,Urban,4642.0,0.0,4642.0,3K-6K,99000,120,1308.29,3333.71,574,Poor,1,0.137,1,2.9,High Risk,Approved,Approved,52700,52700,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹99,000, max eligible ₹52,700)"
APP103167,Male,No,Graduate,Salaried,Semiurban,7567.0,0.0,7567.0,6K-10K,203000,300,1844.66,5722.34,381,Poor,1,0.1,0,3.6,High Risk,Approved,Rejected,166500,0,Rejected,"Low credit score (381), below the minimum threshold of 580; Requested amount (₹2,03,000) exceeds the maximum eligible amount (₹1,66,500) based on income and repayment capacity"
APP103168,Male,Yes,Not Graduate,Salaried,Semiurban,8759.0,3494.0,12253.0,10K-20K,135000,120,1784.03,10468.97,658,Fair,1,0.083,0,3.6,Medium Risk,Approved,Approved,324500,135000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103169,Female,Yes,Not Graduate,Salaried,Rural,7688.0,2368.0,10056.0,10K-20K,221000,84,3668.86,6387.14,662,Fair,1,0.243,1,1.0,Medium Risk,Rejected,Approved,181700,181700,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹2,21,000, max eligible ₹1,81,700)"
APP103170,Female,No,Graduate,Salaried,Rural,8947.0,0.0,8947.0,6K-10K,60000,60,1274.82,7672.18,655,Fair,0,0.103,0,0.3,High Risk,Rejected,Rejected,73700,0,Rejected,No established credit history
APP103171,Female,No,Graduate,Salaried,Urban,4933.0,0.0,4933.0,3K-6K,59000,180,634.02,4298.98,686,Good,1,0.079,0,2.2,Low Risk,Rejected,Approved,206600,59000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103172,Female,Yes,Not Graduate,Self-Employed,Urban,7328.0,4428.0,11756.0,10K-20K,163000,120,2154.06,9601.94,600,Fair,1,0.113,1,4.5,Medium Risk,Approved,Approved,266900,163000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103173,Female,Yes,Not Graduate,Salaried,Rural,6078.0,1836.0,7914.0,6K-10K,92000,240,887.82,7026.18,742,Very Good,1,0.051,1,2.0,Low Risk,Approved,Approved,369000,92000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103174,Female,Yes,Graduate,Salaried,Urban,6887.0,1749.0,8636.0,6K-10K,97000,300,881.44,7754.56,527,Poor,1,0.028,0,3.9,High Risk,Approved,Approved,190100,97000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103175,Male,No,Graduate,Salaried,Semiurban,4019.0,0.0,4019.0,3K-6K,115000,12,10110.33,-6091.33,648,Fair,1,1.5,2,6.4,High Risk,Approved,Rejected,11400,0,Rejected,"High debt-to-income ratio (150%); Estimated loan installment exceeds the applicant's disposable income; Requested amount (₹1,15,000) exceeds the maximum eligible amount (₹11,400) based on income and repayment capacity"
APP103176,Female,Yes,Graduate,Self-Employed,Semiurban,4600.0,2318.0,6918.0,6K-10K,100000,120,1321.51,5596.49,594,Fair,1,0.11,1,4.4,Medium Risk,Approved,Approved,157000,100000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103177,Male,Yes,Graduate,Self-Employed,Semiurban,7475.0,4143.0,11618.0,10K-20K,121000,180,1300.27,10317.73,741,Very Good,1,0.058,0,6.7,Low Risk,Approved,Approved,540600,121000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103178,Male,Yes,Not Graduate,Salaried,Urban,5415.0,1856.0,7271.0,6K-10K,177000,240,1708.09,5562.91,578,Poor,1,0.112,1,2.7,High Risk,Approved,Approved,113000,113000,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,77,000, max eligible ₹1,13,000)"
APP103179,Male,Yes,Not Graduate,Business Owner,Urban,5541.0,1013.0,6554.0,6K-10K,455000,120,6012.86,541.14,656,Fair,1,0.527,1,0.1,High Risk,Approved,Rejected,148800,0,Rejected,"High debt-to-income ratio (53%); Requested amount (₹4,55,000) exceeds the maximum eligible amount (₹1,48,800) based on income and repayment capacity"
APP103180,Female,Yes,Graduate,Self-Employed,Urban,6666.0,300.0,6966.0,6K-10K,101000,180,1085.35,5880.65,658,Fair,1,0.097,1,2.8,Medium Risk,Rejected,Approved,194500,101000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103181,Male,No,Graduate,Salaried,Urban,8822.0,0.0,8822.0,6K-10K,249000,60,5290.51,3531.49,668,Fair,1,0.451,0,4.0,High Risk,Rejected,Approved,145300,145300,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹2,49,000, max eligible ₹1,45,300)"
APP103182,Male,Yes,Graduate,Salaried,Urban,10136.0,2149.0,12285.0,10K-20K,41000,36,1322.95,10962.05,584,Fair,1,0.083,1,0.9,Medium Risk,Approved,Approved,114200,41000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103183,Male,Yes,Not Graduate,Unemployed,Semiurban,3710.0,3900.0,7610.0,6K-10K,129000,360,1132.07,6477.93,683,Good,0,0.053,2,8.0,High Risk,Rejected,Rejected,108400,0,Rejected,"No established credit history; Applicant is currently unemployed; Requested amount (₹1,29,000) exceeds the maximum eligible amount (₹1,08,400) based on income and repayment capacity"
APP103184,Male,Yes,Graduate,Salaried,Semiurban,5969.0,60.0,6029.0,6K-10K,148000,180,1590.42,4438.58,653,Fair,1,0.151,1,1.0,Medium Risk,Approved,Approved,168300,148000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103185,Male,No,Graduate,Salaried,Urban,7850.0,0.0,7850.0,6K-10K,99000,180,1063.86,6786.14,681,Good,1,0.051,1,1.3,Low Risk,Approved,Approved,292200,99000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103186,Female,Yes,Graduate,Salaried,Urban,8664.0,2027.0,10691.0,10K-20K,139000,120,1836.9,8854.1,792,Very Good,1,0.119,1,2.7,Low Risk,Approved,Approved,364100,139000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103187,Female,Yes,Graduate,Salaried,Rural,9778.0,1784.0,11562.0,10K-20K,139000,360,1219.82,10342.18,660,Fair,1,0.03,0,3.9,Medium Risk,Approved,Approved,461100,139000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103188,Male,Yes,Graduate,Business Owner,Urban,8321.0,6080.0,14401.0,10K-20K,83000,120,1096.85,13304.15,560,Poor,0,0.046,1,0.8,High Risk,Approved,Rejected,109000,0,Rejected,"No established credit history; Low credit score (560), below the minimum threshold of 580"
APP103189,Male,No,Not Graduate,Business Owner,Urban,5617.0,0.0,5617.0,3K-6K,168000,84,2789.0,2828.0,826,Excellent,1,0.309,1,4.2,Medium Risk,Approved,Approved,169200,168000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103190,Male,No,Not Graduate,Business Owner,Semiurban,7781.0,0.0,7781.0,6K-10K,160000,36,5162.75,2618.25,738,Good,1,0.534,0,3.3,High Risk,Approved,Approved,108500,108500,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,60,000, max eligible ₹1,08,500)"
APP103191,Male,No,Graduate,Self-Employed,Urban,7411.0,0.0,7411.0,6K-10K,132000,300,1199.48,6211.52,709,Good,1,0.044,1,6.8,Low Risk,Approved,Approved,326200,132000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103192,Male,Yes,Graduate,Self-Employed,Urban,4518.0,1522.0,6040.0,6K-10K,127000,360,1114.52,4925.48,634,Fair,1,0.061,0,0.9,Medium Risk,Rejected,Approved,240900,127000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103193,Female,No,Graduate,Salaried,Urban,5382.0,0.0,5382.0,3K-6K,204000,360,1790.25,3591.75,717,Good,1,0.095,0,5.4,Low Risk,Approved,Approved,276000,204000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103194,Female,No,Graduate,Business Owner,Rural,8118.0,0.0,8118.0,6K-10K,191000,60,4058.19,4059.81,465,Poor,1,0.373,0,0.6,High Risk,Rejected,Rejected,76400,0,Rejected,"Low credit score (465), below the minimum threshold of 580; Requested amount (₹1,91,000) exceeds the maximum eligible amount (₹76,400) based on income and repayment capacity"
APP103195,Male,Yes,Graduate,Salaried,Semiurban,9787.0,1093.0,10880.0,10K-20K,101000,240,974.67,9905.33,789,Very Good,1,0.044,2,17.8,Low Risk,Approved,Approved,451000,101000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103196,Male,Yes,Graduate,Salaried,Semiurban,5843.0,947.0,6790.0,6K-10K,253000,180,2718.75,4071.25,731,Good,1,0.221,0,0.1,Low Risk,Rejected,Approved,284300,253000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103197,Male,Yes,Graduate,Unemployed,Rural,14731.0,1378.0,16109.0,10K-20K,162000,120,2140.84,13968.16,634,Fair,1,0.084,1,4.0,Medium Risk,Approved,Approved,365700,162000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103198,Male,Yes,Not Graduate,Unemployed,Semiurban,2772.0,2382.0,5154.0,3K-6K,124000,300,1126.79,4027.21,728,Good,1,0.104,0,2.3,Low Risk,Approved,Approved,255200,124000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103199,Female,Yes,Graduate,Salaried,Urban,7163.0,2847.0,10010.0,10K-20K,254000,360,2229.03,7780.97,706,Good,1,0.058,1,4.2,Low Risk,Rejected,Approved,456300,254000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103200,Female,Yes,Not Graduate,Salaried,Semiurban,7473.0,2242.0,9715.0,6K-10K,56000,60,1189.83,8525.17,559,Poor,1,0.097,1,6.1,High Risk,Approved,Approved,68600,56000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103201,Female,No,Graduate,Salaried,Semiurban,10543.0,0.0,10543.0,10K-20K,98000,180,1053.11,9489.89,666,Fair,1,0.92,0,2.5,High Risk,Approved,Approved,343400,98000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103202,Female,Yes,Graduate,Self-Employed,Urban,5555.0,2080.0,7635.0,6K-10K,261000,60,5545.48,2089.52,684,Good,1,0.699,0,5.6,High Risk,Rejected,Approved,161700,161700,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹2,61,000, max eligible ₹1,61,700)"
APP103203,Female,Yes,Graduate,Salaried,Semiurban,5907.0,4870.0,10777.0,10K-20K,166000,300,1508.44,9268.56,638,Fair,1,0.04,1,10.1,Medium Risk,Approved,Approved,355800,166000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103204,Female,Yes,Graduate,Salaried,Urban,5947.0,2040.0,7987.0,6K-10K,178000,360,1562.08,6424.92,630,Fair,1,0.055,1,1.2,Medium Risk,Approved,Approved,273000,178000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103205,Male,Yes,Graduate,Salaried,Urban,10327.0,1531.0,11858.0,10K-20K,136000,240,1312.43,10545.57,731,Good,0,0.056,1,6.3,High Risk,Approved,Approved,215000,136000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103206,Male,Yes,Not Graduate,Business Owner,Urban,11092.0,249.0,11341.0,10K-20K,90000,12,7912.43,3428.57,666,Fair,1,0.613,0,0.8,High Risk,Approved,Rejected,45100,0,Rejected,"High debt-to-income ratio (61%); Requested amount (₹90,000) exceeds the maximum eligible amount (₹45,100) based on income and repayment capacity"
APP103207,Male,Yes,Not Graduate,Unemployed,Urban,6288.0,1916.0,8204.0,6K-10K,133000,180,1429.22,6774.78,819,Excellent,1,0.091,0,1.5,Low Risk,Approved,Approved,419900,133000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103208,Male,Yes,Graduate,Unemployed,Rural,5102.0,3813.0,8915.0,6K-10K,198000,120,2616.58,6298.42,591,Fair,1,0.171,2,4.6,Medium Risk,Approved,Approved,168700,168700,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,98,000, max eligible ₹1,68,700)"
APP103209,Male,Yes,Graduate,Business Owner,Semiurban,5161.0,0.0,5161.0,3K-6K,134000,300,1217.66,3943.34,687,Good,1,0.086,0,0.3,Low Risk,Rejected,Approved,255600,134000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103210,Male,Yes,Graduate,Salaried,Urban,4259.0,760.0,5019.0,3K-6K,197000,300,1790.14,3228.86,567,Poor,1,0.063,1,3.4,High Risk,Approved,Rejected,82800,0,Rejected,"Low credit score (567), below the minimum threshold of 580; Requested amount (₹1,97,000) exceeds the maximum eligible amount (₹82,800) based on income and repayment capacity"
APP103211,Female,No,Graduate,Salaried,Semiurban,11576.0,0.0,11576.0,10K-20K,170000,60,3612.0,7964.0,650,Fair,1,0.23,0,7.1,Medium Risk,Rejected,Approved,190700,170000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103212,Female,No,Graduate,Salaried,Rural,7216.0,0.0,7216.0,6K-10K,96000,120,1268.65,5947.35,550,Poor,1,0.11,1,2.7,High Risk,Rejected,Approved,81900,81900,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹96,000, max eligible ₹81,900)"
APP103213,Female,Yes,Graduate,Salaried,Semiurban,10116.0,2167.0,12283.0,10K-20K,170000,84,2822.2,9460.8,650,Fair,1,0.153,0,3.3,Medium Risk,Approved,Approved,259000,170000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103214,Male,Yes,Not Graduate,Self-Employed,Semiurban,6542.0,5702.0,12244.0,10K-20K,212000,180,2278.16,9965.84,756,Very Good,1,0.098,1,8.2,Low Risk,Approved,Approved,512700,212000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103215,Female,Yes,Not Graduate,Salaried,Semiurban,15691.0,905.0,16596.0,10K-20K,82000,36,2645.91,13950.09,655,Fair,1,0.11,0,2.5,Medium Risk,Approved,Approved,180000,82000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103216,Male,No,Graduate,Business Owner,Urban,9459.0,0.0,9459.0,6K-10K,139000,180,1493.7,7965.3,561,Poor,1,0.071,2,4.6,High Risk,Approved,Approved,88000,88000,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,39,000, max eligible ₹88,000)"
APP103217,Male,Yes,Graduate,Salaried,Semiurban,8164.0,1809.0,9973.0,6K-10K,127000,180,1364.75,8608.25,735,Good,1,0.088,1,4.9,Low Risk,Rejected,Approved,371200,127000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103218,Male,Yes,Graduate,Salaried,Semiurban,8808.0,1176.0,9984.0,6K-10K,158000,180,1697.88,8286.12,682,Good,1,0.105,1,1.3,Low Risk,Approved,Approved,371600,158000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103219,Male,No,Graduate,Self-Employed,Rural,4991.0,0.0,4991.0,3K-6K,316000,300,2871.49,2119.51,642,Fair,1,0.233,0,3.4,Medium Risk,Approved,Approved,192200,192200,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹3,16,000, max eligible ₹1,92,200)"
APP103220,Male,Yes,Graduate,Salaried,Rural,5988.0,2787.0,8775.0,6K-10K,93000,180,999.38,7775.62,563,Poor,1,0.061,1,3.0,High Risk,Approved,Approved,122500,93000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103221,Female,No,Graduate,Salaried,Rural,10058.0,0.0,10058.0,10K-20K,125000,300,1135.88,8922.12,505,Poor,1,0.037,0,1.0,High Risk,Rejected,Approved,221400,125000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103222,Female,Yes,Graduate,Self-Employed,Urban,7302.0,3460.0,10762.0,10K-20K,96000,360,842.47,9919.53,850,Excellent,1,0.023,1,2.7,Low Risk,Rejected,Approved,613200,96000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103223,Female,No,Not Graduate,Salaried,Rural,9023.0,0.0,9023.0,6K-10K,57000,36,1839.23,7183.77,598,Fair,1,0.198,0,6.9,Medium Risk,Rejected,Approved,97900,57000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103224,Male,Yes,Graduate,Salaried,Semiurban,6462.0,1168.0,7630.0,6K-10K,188000,36,6066.23,1563.77,561,Poor,1,0.67,0,0.6,High Risk,Rejected,Rejected,47300,0,Rejected,"Low credit score (561), below the minimum threshold of 580; High debt-to-income ratio (67%); Requested amount (₹1,88,000) exceeds the maximum eligible amount (₹47,300) based on income and repayment capacity"
APP103225,Female,Yes,Not Graduate,Salaried,Urban,6908.0,620.0,7528.0,6K-10K,308000,60,6544.09,983.91,678,Good,1,0.898,2,4.4,High Risk,Rejected,Rejected,124000,0,Rejected,"High debt-to-income ratio (90%); Requested amount (₹3,08,000) exceeds the maximum eligible amount (₹1,24,000) based on income and repayment capacity"
APP103226,Female,No,Graduate,Business Owner,Rural,11213.0,0.0,11213.0,10K-20K,197000,240,1901.09,9311.91,558,Poor,1,0.054,0,7.4,High Risk,Approved,Approved,232400,197000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103227,Male,Yes,Graduate,Salaried,Rural,7760.0,2425.0,10185.0,10K-20K,86000,240,829.92,9355.08,695,Good,1,0.034,1,1.7,Low Risk,Approved,Approved,422200,86000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103228,Female,No,Graduate,Salaried,Semiurban,7893.0,0.0,7893.0,6K-10K,86000,180,924.16,6968.84,772,Very Good,1,0.042,0,0.7,Low Risk,Approved,Approved,367300,86000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103229,Male,No,Graduate,Salaried,Urban,7052.0,0.0,7052.0,6K-10K,123000,240,1186.98,5865.02,555,Poor,1,0.081,0,0.9,High Risk,Rejected,Approved,146200,123000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103230,Male,Yes,Graduate,Salaried,Urban,6201.0,2294.0,8495.0,6K-10K,101000,180,1085.35,7409.65,623,Fair,1,0.076,0,3.0,Medium Risk,Approved,Approved,276700,101000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103231,Male,Yes,Graduate,Unemployed,Rural,6610.0,2851.0,9461.0,6K-10K,90000,84,1494.11,7966.89,689,Good,1,0.091,1,1.5,Low Risk,Rejected,Approved,228000,90000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103232,Male,No,Not Graduate,Salaried,Rural,7322.0,0.0,7322.0,6K-10K,220000,60,4674.35,2647.65,540,Poor,1,0.4,2,3.2,High Risk,Approved,Rejected,34500,0,Rejected,"Low credit score (540), below the minimum threshold of 580; Requested amount (₹2,20,000) exceeds the maximum eligible amount (₹34,500) based on income and repayment capacity"
APP103233,Male,Yes,Graduate,Business Owner,Urban,11453.0,2961.0,14414.0,10K-20K,227000,360,1992.09,12421.91,650,Fair,1,0.039,1,8.2,Medium Risk,Approved,Approved,492700,227000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103234,Male,Yes,Graduate,Business Owner,Urban,7350.0,0.0,7350.0,6K-10K,115000,84,1909.14,5440.86,639,Fair,1,0.202,0,7.1,Medium Risk,Approved,Approved,155000,115000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103235,Male,Yes,Graduate,Salaried,Semiurban,10575.0,3498.0,14073.0,10K-20K,225000,120,2973.39,11099.61,826,Excellent,1,0.142,0,0.5,Low Risk,Approved,Approved,585700,225000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103236,Female,No,Graduate,Self-Employed,Urban,5167.0,0.0,5167.0,3K-6K,224000,240,2161.65,3005.35,573,Poor,1,0.136,1,0.5,High Risk,Rejected,Rejected,80300,0,Rejected,"Low credit score (573), below the minimum threshold of 580; Requested amount (₹2,24,000) exceeds the maximum eligible amount (₹80,300) based on income and repayment capacity"
APP103237,Male,Yes,Graduate,Unemployed,Semiurban,8592.0,1362.0,9954.0,6K-10K,83000,300,754.22,9199.78,625,Fair,0,0.029,0,3.0,High Risk,Rejected,Rejected,191700,0,Rejected,No established credit history; Applicant is currently unemployed
APP103238,Male,No,Graduate,Unemployed,Rural,3564.0,0.0,3564.0,3K-6K,135000,180,1450.72,2113.28,850,Excellent,1,0.215,1,2.8,Low Risk,Rejected,Approved,165800,135000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103239,Male,Yes,Graduate,Self-Employed,Urban,5470.0,4434.0,9904.0,6K-10K,63000,180,677.0,9227.0,722,Good,1,0.035,2,1.0,Low Risk,Approved,Approved,322600,63000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103240,Female,Yes,Graduate,Salaried,Semiurban,5557.0,1412.0,6969.0,6K-10K,94000,360,824.92,6144.08,498,Poor,1,0.041,2,6.7,High Risk,Approved,Approved,79400,79400,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹94,000, max eligible ₹79,400)"
APP103241,Male,No,Graduate,Salaried,Semiurban,6027.0,0.0,6027.0,6K-10K,259000,180,2783.23,3243.77,629,Fair,1,0.247,0,1.9,Medium Risk,Rejected,Rejected,196300,0,Rejected,"Requested amount (₹2,59,000) exceeds the maximum eligible amount (₹1,96,300) based on income and repayment capacity"
APP103242,Female,No,Graduate,Salaried,Urban,10563.0,0.0,10563.0,10K-20K,301000,360,2641.49,7921.51,703,Good,1,0.08,3,0.3,Low Risk,Rejected,Approved,361100,301000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103243,Male,Yes,Graduate,Self-Employed,Semiurban,3678.0,416.0,4094.0,3K-6K,171000,360,1500.65,2593.35,780,Very Good,0,0.136,2,0.8,High Risk,Approved,Rejected,70000,0,Rejected,"No established credit history; Requested amount (₹1,71,000) exceeds the maximum eligible amount (₹70,000) based on income and repayment capacity"
APP103244,Male,No,Graduate,Salaried,Semiurban,11101.0,0.0,11101.0,10K-20K,226000,36,7292.38,3808.62,775,Very Good,0,0.695,0,13.6,High Risk,Approved,Rejected,86000,0,Rejected,"No established credit history; High debt-to-income ratio (70%); Requested amount (₹2,26,000) exceeds the maximum eligible amount (₹86,000) based on income and repayment capacity"
APP103245,Male,Yes,Not Graduate,Self-Employed,Semiurban,3539.0,1149.0,4688.0,3K-6K,105000,240,1013.27,3674.73,700,Good,1,0.088,1,4.5,Low Risk,Approved,Approved,194300,105000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103246,Male,Yes,Graduate,Business Owner,Semiurban,6339.0,2622.0,8961.0,6K-10K,103000,360,903.9,8057.1,715,Good,1,0.032,0,1.8,Low Risk,Rejected,Approved,459500,103000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103247,Female,Yes,Graduate,Salaried,Rural,6466.0,1158.0,7624.0,6K-10K,184000,120,2431.57,5192.43,533,Poor,1,0.221,0,0.3,High Risk,Rejected,Approved,115400,115400,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,84,000, max eligible ₹1,15,400)"
APP103248,Female,Yes,Not Graduate,Business Owner,Urban,12559.0,2810.0,15369.0,10K-20K,125000,120,1651.88,13717.12,650,Fair,1,0.066,2,1.9,Medium Risk,Approved,Approved,290700,125000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103249,Male,Yes,Graduate,Salaried,Rural,9285.0,1885.0,11170.0,10K-20K,48000,120,634.32,10535.68,533,Poor,1,0.04,0,0.8,High Risk,Rejected,Approved,169000,48000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103250,Female,Yes,Graduate,Salaried,Semiurban,14285.0,1663.0,15948.0,10K-20K,121000,300,1099.53,14848.47,743,Very Good,1,0.026,0,3.5,Low Risk,Approved,Approved,877500,121000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103251,Male,Yes,Graduate,Business Owner,Urban,15212.0,2463.0,17675.0,10K-20K,246000,240,2373.95,15301.05,684,Good,1,0.065,2,13.5,Low Risk,Approved,Approved,641000,246000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103252,Male,No,Graduate,Salaried,Urban,10533.0,0.0,10533.0,10K-20K,135000,120,1784.03,8748.97,660,Fair,0,0.118,1,6.5,High Risk,Rejected,Rejected,99600,0,Rejected,"No established credit history; Requested amount (₹1,35,000) exceeds the maximum eligible amount (₹99,600) based on income and repayment capacity"
APP103253,Male,No,Graduate,Salaried,Urban,5407.0,0.0,5407.0,3K-6K,230000,180,2471.59,2935.41,789,Very Good,0,0.233,1,13.5,High Risk,Approved,Approved,100600,100600,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹2,30,000, max eligible ₹1,00,600)"
APP103254,Male,No,Not Graduate,Unemployed,Semiurban,8425.0,0.0,8425.0,6K-10K,55000,180,591.03,7833.97,698,Good,1,0.041,1,6.1,Low Risk,Approved,Approved,313600,55000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103255,Female,Yes,Graduate,Business Owner,Rural,7525.0,2771.0,10296.0,10K-20K,141000,84,2340.77,7955.23,752,Very Good,1,0.18,0,1.0,Low Risk,Rejected,Approved,310100,141000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP103256,Male,No,Graduate,Business Owner,Semiurban,5830.0,0.0,5830.0,3K-6K,115000,12,10110.33,-4280.33,718,Good,0,1.5,1,3.6,High Risk,Rejected,Rejected,11600,0,Rejected,"No established credit history; High debt-to-income ratio (150%); Estimated loan installment exceeds the applicant's disposable income; Requested amount (₹1,15,000) exceeds the maximum eligible amount (₹11,600) based on income and repayment capacity"
APP103257,Male,Yes,Graduate,Salaried,Urban,10290.0,4148.0,14438.0,10K-20K,70000,12,6154.11,8283.89,727,Good,0,0.293,0,11.6,High Risk,Rejected,Approved,37000,37000,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹70,000, max eligible ₹37,000)"
APP103258,Male,No,Graduate,Salaried,Urban,4251.0,0.0,4251.0,3K-6K,136000,120,1797.25,2453.75,556,Poor,1,0.293,0,0.2,High Risk,Rejected,Rejected,64300,0,Rejected,"Low credit score (556), below the minimum threshold of 580; Requested amount (₹1,36,000) exceeds the maximum eligible amount (₹64,300) based on income and repayment capacity"
APP103259,Male,Yes,Graduate,Salaried,Semiurban,5144.0,1166.0,6310.0,6K-10K,120000,240,1158.03,5151.97,738,Good,1,0.092,0,2.4,Low Risk,Rejected,Approved,294200,120000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
